Year,State Name,Area_ha,N_req_kg_per_ha,P_req_kg_per_ha,K_req_kg_per_ha,Temperature_C,Humidity_%,pH,Rainfall_mm,Wind_Speed_m_s,Solar_Radiation_MJ_m2_day,Yield_kg_per_ha,Crop_cotton,Crop_maize,Crop_rice
1985,Chhattisgarh,2300.0,7.82604,4.3478,7.82604,20,60,6.5,600,1.5,16,434.78,False,False,False
1986,Chhattisgarh,556000.0,18.1205,8.69784,15.94604,25,80,6.5,1200,2.0,18,724.82,False,False,True
1986,Chhattisgarh,28000.0,32.78583,14.571479999999998,20.64293,22,70,6.0,800,2.5,20,1214.29,False,True,False
1986,Chhattisgarh,3000.0,5.99994,3.3332999999999995,5.99994,20,60,6.5,600,1.5,16,333.33,False,False,False
1987,Chhattisgarh,555000.0,17.20725,8.25948,15.14238,25,80,6.5,1200,2.0,18,688.29,False,False,True
1987,Chhattisgarh,28000.0,32.78583,14.571479999999998,20.64293,22,70,6.0,800,2.5,20,1214.29,False,True,False
1987,Chhattisgarh,3000.0,5.99994,3.3332999999999995,5.99994,20,60,6.5,600,1.5,16,333.33,False,False,False
1988,Chhattisgarh,572800.0,24.1445,11.58936,21.24716,25,80,6.5,1200,2.0,18,965.78,False,False,True
1988,Chhattisgarh,28600.0,38.61189,17.16084,24.31119,22,70,6.0,800,2.5,20,1430.07,False,True,False
1988,Chhattisgarh,2700.0,7.333380000000001,4.0741000000000005,7.333380000000001,20,60,6.5,600,1.5,16,407.41,False,False,False
1989,Chhattisgarh,571700.0,23.81925,11.43324,20.96094,25,80,6.5,1200,2.0,18,952.77,False,False,True
1989,Chhattisgarh,28400.0,52.00362,23.11272,32.74302,22,70,6.0,800,2.5,20,1926.06,False,True,False
1989,Chhattisgarh,2400.0,7.50006,4.1667000000000005,7.50006,20,60,6.5,600,1.5,16,416.67,False,False,False
1990,Chhattisgarh,579000.0,24.261750000000003,11.64564,21.350340000000003,25,80,6.5,1200,2.0,18,970.47,False,False,True
1990,Chhattisgarh,27500.0,39.86172,17.71632,25.09812,22,70,6.0,800,2.5,20,1476.36,False,True,False
1990,Chhattisgarh,1900.0,8.52624,4.7368,8.52624,20,60,6.5,600,1.5,16,473.68,False,False,False
1991,Chhattisgarh,582300.0,26.80325,12.86556,23.58686,25,80,6.5,1200,2.0,18,1072.13,False,False,True
1991,Chhattisgarh,27500.0,40.05828,17.80368,25.22188,22,70,6.0,800,2.5,20,1483.64,False,True,False
1991,Chhattisgarh,1700.0,10.58832,5.8824,10.58832,20,60,6.5,600,1.5,16,588.24,False,False,False
1992,Chhattisgarh,584400.0,22.814,10.95072,20.07632,25,80,6.5,1200,2.0,18,912.56,False,False,True
1992,Chhattisgarh,27500.0,45.45828,20.20368,28.62188,22,70,6.0,800,2.5,20,1683.64,False,True,False
1992,Chhattisgarh,1700.0,8.470619999999998,4.7059,8.470619999999998,20,60,6.5,600,1.5,16,470.59,False,False,False
1993,Chhattisgarh,605300.0,24.934,11.96832,21.94192,25,80,6.5,1200,2.0,18,997.36,False,False,True
1993,Chhattisgarh,27200.0,43.57719,19.36764,27.437490000000004,22,70,6.0,800,2.5,20,1613.97,False,True,False
1993,Chhattisgarh,2000.0,9.9,5.5,9.9,20,60,6.5,600,1.5,16,550.0,False,False,False
1994,Chhattisgarh,609900.0,24.75825,11.88396,21.78726,25,80,6.5,1200,2.0,18,990.33,False,False,True
1994,Chhattisgarh,25500.0,34.09425,15.153,21.46675,22,70,6.0,800,2.5,20,1262.75,False,True,False
1994,Chhattisgarh,1900.0,11.36844,6.3158,11.36844,20,60,6.5,600,1.5,16,631.58,False,False,False
1995,Chhattisgarh,619000.0,23.7925,11.4204,20.9374,25,80,6.5,1200,2.0,18,951.7,False,False,True
1995,Chhattisgarh,24700.0,45.47367,20.21052,28.63157,22,70,6.0,800,2.5,20,1684.21,False,True,False
1995,Chhattisgarh,2000.0,9.9,5.5,9.9,20,60,6.5,600,1.5,16,550.0,False,False,False
1996,Chhattisgarh,644100.0,26.02475,12.491880000000002,22.90178,25,80,6.5,1200,2.0,18,1040.99,False,False,True
1996,Chhattisgarh,24400.0,42.82389,19.03284,26.96319,22,70,6.0,800,2.5,20,1586.07,False,True,False
1996,Chhattisgarh,2000.0,10.8,6.0,10.8,20,60,6.5,600,1.5,16,600.0,False,False,False
1997,Chhattisgarh,622800.0,18.26425,8.76684,16.07254,25,80,6.5,1200,2.0,18,730.57,False,False,True
1997,Chhattisgarh,24500.0,37.57968,16.70208,23.66128,22,70,6.0,800,2.5,20,1391.84,False,True,False
1997,Chhattisgarh,1400.0,11.57148,6.428599999999999,11.57148,20,60,6.5,600,1.5,16,642.86,False,False,False
1998,Chhattisgarh,627100.0,22.71575,10.90356,19.98986,25,80,6.5,1200,2.0,18,908.63,False,False,True
1998,Chhattisgarh,37100.0,41.337,18.372,26.027,22,70,6.0,800,2.5,20,1531.0,False,True,False
1998,Chhattisgarh,3100.0,9.871019999999998,5.483899999999999,9.871019999999998,20,60,6.5,600,1.5,16,548.39,False,False,False
1999,Chhattisgarh,628470.0,26.89875,12.9114,23.6709,25,80,6.5,1200,2.0,18,1075.95,False,False,True
1999,Chhattisgarh,25000.0,50.328,22.368,31.688,22,70,6.0,800,2.5,20,1864.0,False,True,False
1999,Chhattisgarh,1540.0,10.63638,5.9091,10.63638,20,60,6.5,600,1.5,16,590.91,False,False,False
2000,Chhattisgarh,628030.0,20.855,10.0104,18.352400000000003,25,80,6.5,1200,2.0,18,834.2,False,False,True
2000,Chhattisgarh,24710.0,41.904,18.624,26.384,22,70,6.0,800,2.5,20,1552.0,False,True,False
2000,Chhattisgarh,1280.0,9.98442,5.5469,9.98442,20,60,6.5,600,1.5,16,554.69,False,False,False
2000,Chhattisgarh,60.0,4.500089999999999,2.00004,4.500089999999999,28,65,6.0,700,3.0,22,166.67,True,False,False
2001,Chhattisgarh,633990.0,36.363,17.45424,31.99944,25,80,6.5,1200,2.0,18,1454.52,False,False,True
2001,Chhattisgarh,25060.0,25.51311,11.33916,16.06381,22,70,6.0,800,2.5,20,944.93,False,True,False
2001,Chhattisgarh,1420.0,14.19714,7.887300000000001,14.19714,20,60,6.5,600,1.5,16,788.73,False,False,False
2001,Chhattisgarh,90.0,5.99994,2.66664,5.99994,28,65,6.0,700,3.0,22,222.22,True,False,False
2002,Chhattisgarh,623900.0,13.2785,6.373679999999999,11.68508,25,80,6.5,1200,2.0,18,531.14,False,False,True
2002,Chhattisgarh,25260.0,38.46906,17.09736,24.22126,22,70,6.0,800,2.5,20,1424.78,False,True,False
2002,Chhattisgarh,1100.0,11.7819,6.5455,11.7819,20,60,6.5,600,1.5,16,654.55,False,False,False
2002,Chhattisgarh,70.0,3.85722,1.7143200000000005,3.85722,28,65,6.0,700,3.0,22,142.86,True,False,False
2003,Chhattisgarh,632580.0,41.21025,19.78092,36.26502000000001,25,80,6.5,1200,2.0,18,1648.41,False,False,True
2003,Chhattisgarh,29480.0,42.111900000000006,18.7164,26.5149,22,70,6.0,800,2.5,20,1559.7,False,True,False
2003,Chhattisgarh,1460.0,16.52058,9.1781,16.52058,20,60,6.5,600,1.5,16,917.81,False,False,False
2004,Chhattisgarh,635470.0,31.02625,14.8926,27.3031,25,80,6.5,1200,2.0,18,1241.05,False,False,True
2004,Chhattisgarh,30190.0,44.48439,19.77084,28.00869,22,70,6.0,800,2.5,20,1647.57,False,True,False
2004,Chhattisgarh,1390.0,12.3021,6.8345,12.3021,20,60,6.5,600,1.5,16,683.45,False,False,False
2005,Chhattisgarh,635470.0,31.02625,14.8926,27.3031,25,80,6.5,1200,2.0,18,1241.05,False,False,True
2005,Chhattisgarh,30190.0,44.48439,19.77084,28.00869,22,70,6.0,800,2.5,20,1647.57,False,True,False
2005,Chhattisgarh,1390.0,12.3021,6.8345,12.3021,20,60,6.5,600,1.5,16,683.45,False,False,False
2006,Chhattisgarh,546540.0,38.26525,18.36732,33.67341999999999,25,80,6.5,1200,2.0,18,1530.61,False,False,True
2006,Chhattisgarh,31150.0,35.702369999999995,15.867719999999998,22.47927,22,70,6.0,800,2.5,20,1322.31,False,True,False
2006,Chhattisgarh,1470.0,13.10202,7.2789,13.10202,20,60,6.5,600,1.5,16,727.89,False,False,False
2007,Chhattisgarh,626070.0,37.04575,17.781959999999998,32.60026,25,80,6.5,1200,2.0,18,1481.83,False,False,True
2007,Chhattisgarh,32660.0,49.09761,21.82116,30.91331,22,70,6.0,800,2.5,20,1818.43,False,True,False
2007,Chhattisgarh,1530.0,16.7058,9.281,16.7058,20,60,6.5,600,1.5,16,928.1,False,False,False
2008,Chhattisgarh,627780.0,29.044,13.941119999999998,25.55872,25,80,6.5,1200,2.0,18,1161.76,False,False,True
2008,Chhattisgarh,33410.0,43.53453,19.34868,27.41063,22,70,6.0,800,2.5,20,1612.39,False,True,False
2008,Chhattisgarh,1460.0,13.31514,7.397299999999999,13.31514,20,60,6.5,600,1.5,16,739.73,False,False,False
2009,Chhattisgarh,626660.0,27.226,13.06848,23.95888,25,80,6.5,1200,2.0,18,1089.04,False,False,True
2009,Chhattisgarh,34770.0,47.64798,21.17688,30.00058,22,70,6.0,800,2.5,20,1764.74,False,True,False
2009,Chhattisgarh,1510.0,19.43046,10.7947,19.43046,20,60,6.5,600,1.5,16,1079.47,False,False,False
2010,Chhattisgarh,621890.0,47.63625,22.8654,41.9199,25,80,6.5,1200,2.0,18,1905.45,False,False,True
2010,Chhattisgarh,35700.0,54.68067,24.30252,34.42857,22,70,6.0,800,2.5,20,2025.21,False,True,False
2010,Chhattisgarh,1500.0,20.39994,11.3333,20.39994,20,60,6.5,600,1.5,16,1133.33,False,False,False
2011,Chhattisgarh,627730.0,30.78075,14.77476,27.08706,25,80,6.5,1200,2.0,18,1231.23,False,False,True
2011,Chhattisgarh,40160.0,55.70100000000001,24.756,35.071000000000005,22,70,6.0,800,2.5,20,2063.0,False,True,False
2011,Chhattisgarh,1570.0,16.85358,9.3631,16.85358,20,60,6.5,600,1.5,16,936.31,False,False,False
2012,Chhattisgarh,637800.0,52.5765,25.23672,46.267320000000005,25,80,6.5,1200,2.0,18,2103.06,False,False,True
2012,Chhattisgarh,41040.0,55.44072,24.640320000000003,34.90712,22,70,6.0,800,2.5,20,2053.36,False,True,False
2012,Chhattisgarh,1570.0,23.50314,13.0573,23.50314,20,60,6.5,600,1.5,16,1305.73,False,False,False
2013,Chhattisgarh,642790.0,49.235,23.6328,43.3268,25,80,6.5,1200,2.0,18,1969.4,False,False,True
2013,Chhattisgarh,42380.0,63.37791,28.16796,39.90461,22,70,6.0,800,2.5,20,2347.33,False,True,False
2013,Chhattisgarh,1710.0,14.63166,8.1287,14.63166,20,60,6.5,600,1.5,16,812.87,False,False,False
2014,Chhattisgarh,646700.0,53.23325,25.55196,46.84526,25,80,6.5,1200,2.0,18,2129.33,False,False,True
2014,Chhattisgarh,43100.0,54.45738,24.20328,34.28798,22,70,6.0,800,2.5,20,2016.94,False,True,False
2014,Chhattisgarh,1650.0,23.01822,12.7879,23.01822,20,60,6.5,600,1.5,16,1278.79,False,False,False
2015,Chhattisgarh,644560.0,25.77175,12.37044,22.67914,25,80,6.5,1200,2.0,18,1030.87,False,False,True
2015,Chhattisgarh,41360.0,58.08645,25.8162,36.57295,22,70,6.0,800,2.5,20,2151.35,False,True,False
2015,Chhattisgarh,1510.0,15.85422,8.8079,15.85422,20,60,6.5,600,1.5,16,880.79,False,False,False
2016,Chhattisgarh,656260.0,49.331,23.67888,43.411280000000005,25,80,6.5,1200,2.0,18,1973.24,False,False,True
2016,Chhattisgarh,41500.0,80.4465,35.754,50.6515,22,70,6.0,800,2.5,20,2979.5,False,True,False
2016,Chhattisgarh,760.0,21.6666,12.037,21.6666,20,60,6.5,600,1.5,16,1203.7,False,False,False
2017,Chhattisgarh,660360.0,30.35575,14.57076,26.71306,25,80,6.5,1200,2.0,18,1214.23,False,False,True
2017,Chhattisgarh,41940.0,77.39172,34.39632,48.72812,22,70,6.0,800,2.5,20,2866.36,False,True,False
2017,Chhattisgarh,1390.0,16.665300000000002,9.258500000000002,16.665300000000002,20,60,6.5,600,1.5,16,925.85,False,False,False
1966,Chhattisgarh,717000.0,16.35275,7.84932,14.39042,25,80,6.5,1200,2.0,18,654.11,False,False,True
1966,Chhattisgarh,1000.0,27.0,12.0,17.0,22,70,6.0,800,2.5,20,1000.0,False,True,False
1966,Chhattisgarh,4000.0,4.5,2.5,4.5,20,60,6.5,600,1.5,16,250.0,False,False,False
1967,Chhattisgarh,726000.0,21.522,10.33056,18.93936,25,80,6.5,1200,2.0,18,860.88,False,False,True
1967,Chhattisgarh,1000.0,27.0,12.0,17.0,22,70,6.0,800,2.5,20,1000.0,False,True,False
1967,Chhattisgarh,5000.0,7.2,4.0,7.2,20,60,6.5,600,1.5,16,400.0,False,False,False
1968,Chhattisgarh,731500.0,21.531,10.33488,18.94728,25,80,6.5,1200,2.0,18,861.24,False,False,True
1968,Chhattisgarh,1000.0,27.0,12.0,17.0,22,70,6.0,800,2.5,20,1000.0,False,True,False
1968,Chhattisgarh,5500.0,6.54552,3.6364,6.54552,20,60,6.5,600,1.5,16,363.64,False,False,False
1969,Chhattisgarh,735200.0,22.82375,10.9554,20.0849,25,80,6.5,1200,2.0,18,912.95,False,False,True
1969,Chhattisgarh,1000.0,18.9,8.399999999999999,11.9,22,70,6.0,800,2.5,20,700.0,False,True,False
1969,Chhattisgarh,4300.0,7.534800000000001,4.186,7.534800000000001,20,60,6.5,600,1.5,16,418.6,False,False,False
1970,Chhattisgarh,743000.0,30.23225,14.51148,26.60438,25,80,6.5,1200,2.0,18,1209.29,False,False,True
1970,Chhattisgarh,1000.0,37.8,16.799999999999997,23.8,22,70,6.0,800,2.5,20,1400.0,False,True,False
1970,Chhattisgarh,5400.0,8.33328,4.6296,8.33328,20,60,6.5,600,1.5,16,462.96,False,False,False
1971,Chhattisgarh,753200.0,23.2275,11.1492,20.4402,25,80,6.5,1200,2.0,18,929.1,False,False,True
1971,Chhattisgarh,900.0,32.99994,14.66664,20.77774,22,70,6.0,800,2.5,20,1222.22,False,True,False
1971,Chhattisgarh,5200.0,9.69228,5.384600000000001,9.69228,20,60,6.5,600,1.5,16,538.46,False,False,False
1972,Chhattisgarh,762100.0,22.566,10.83168,19.85808,25,80,6.5,1200,2.0,18,902.64,False,False,True
1972,Chhattisgarh,900.0,32.99994,14.66664,20.77774,22,70,6.0,800,2.5,20,1222.22,False,True,False
1972,Chhattisgarh,4300.0,9.62784,5.348800000000001,9.62784,20,60,6.5,600,1.5,16,534.88,False,False,False
1973,Chhattisgarh,771800.0,21.68625,10.409400000000002,19.0839,25,80,6.5,1200,2.0,18,867.45,False,False,True
1973,Chhattisgarh,900.0,29.999969999999998,13.333319999999995,18.88887,22,70,6.0,800,2.5,20,1111.11,False,True,False
1973,Chhattisgarh,4100.0,8.7804,4.878,8.7804,20,60,6.5,600,1.5,16,487.8,False,False,False
1974,Chhattisgarh,770100.0,13.49175,6.476039999999999,11.87274,25,80,6.5,1200,2.0,18,539.67,False,False,True
1974,Chhattisgarh,900.0,24.00003,10.66668,15.11113,22,70,6.0,800,2.5,20,888.89,False,True,False
1974,Chhattisgarh,3100.0,8.12898,4.5161,8.12898,20,60,6.5,600,1.5,16,451.61,False,False,False
1975,Chhattisgarh,774700.0,22.11175,10.61364,19.45834,25,80,6.5,1200,2.0,18,884.47,False,False,True
1975,Chhattisgarh,1100.0,27.0,12.0,17.0,22,70,6.0,800,2.5,20,1000.0,False,True,False
1975,Chhattisgarh,4100.0,8.7804,4.878,8.7804,20,60,6.5,600,1.5,16,487.8,False,False,False
1976,Chhattisgarh,775200.0,18.65975,8.95668,16.42058,25,80,6.5,1200,2.0,18,746.39,False,False,True
1976,Chhattisgarh,1000.0,24.3,10.8,15.3,22,70,6.0,800,2.5,20,900.0,False,True,False
1976,Chhattisgarh,3400.0,4.76478,2.6471,4.76478,20,60,6.5,600,1.5,16,264.71,False,False,False
1977,Chhattisgarh,782500.0,28.88175,13.86324,25.41594,25,80,6.5,1200,2.0,18,1155.27,False,False,True
1977,Chhattisgarh,1000.0,24.3,10.8,15.3,22,70,6.0,800,2.5,20,900.0,False,True,False
1977,Chhattisgarh,4100.0,8.7804,4.878,8.7804,20,60,6.5,600,1.5,16,487.8,False,False,False
1978,Chhattisgarh,792700.0,21.635,10.384799999999998,19.0388,25,80,6.5,1200,2.0,18,865.4,False,False,True
1978,Chhattisgarh,900.0,24.00003,10.66668,15.11113,22,70,6.0,800,2.5,20,888.89,False,True,False
1978,Chhattisgarh,3700.0,7.78374,4.3243,7.78374,20,60,6.5,600,1.5,16,432.43,False,False,False
1979,Chhattisgarh,795000.0,13.21375,6.342599999999999,11.6281,25,80,6.5,1200,2.0,18,528.55,False,False,True
1979,Chhattisgarh,900.0,18.00009,8.00004,11.33339,22,70,6.0,800,2.5,20,666.67,False,True,False
1979,Chhattisgarh,4600.0,5.869619999999999,3.2609,5.869619999999999,20,60,6.5,600,1.5,16,326.09,False,False,False
1980,Chhattisgarh,812400.0,22.30125,10.7046,19.6251,25,80,6.5,1200,2.0,18,892.05,False,False,True
1980,Chhattisgarh,800.0,20.25,9.0,12.75,22,70,6.0,800,2.5,20,750.0,False,True,False
1980,Chhattisgarh,3900.0,7.8462,4.359,7.8462,20,60,6.5,600,1.5,16,435.9,False,False,False
1981,Chhattisgarh,799600.0,24.74675,11.87844,21.77714,25,80,6.5,1200,2.0,18,989.87,False,False,True
1981,Chhattisgarh,800.0,27.0,12.0,17.0,22,70,6.0,800,2.5,20,1000.0,False,True,False
1981,Chhattisgarh,4300.0,9.20934,5.116300000000001,9.20934,20,60,6.5,600,1.5,16,511.63,False,False,False
1982,Chhattisgarh,798900.0,19.30775,9.26772,16.99082,25,80,6.5,1200,2.0,18,772.31,False,False,True
1982,Chhattisgarh,800.0,20.25,9.0,12.75,22,70,6.0,800,2.5,20,750.0,False,True,False
1982,Chhattisgarh,5100.0,9.1764,5.098000000000001,9.1764,20,60,6.5,600,1.5,16,509.8,False,False,False
1983,Chhattisgarh,802500.0,30.80375,14.785800000000002,27.1073,25,80,6.5,1200,2.0,18,1232.15,False,False,True
1983,Chhattisgarh,800.0,30.375,13.5,19.125,22,70,6.0,800,2.5,20,1125.0,False,True,False
1983,Chhattisgarh,4800.0,8.625060000000001,4.7917000000000005,8.625060000000001,20,60,6.5,600,1.5,16,479.17,False,False,False
1984,Chhattisgarh,804000.0,28.74075000000001,13.795560000000002,25.291860000000003,25,80,6.5,1200,2.0,18,1149.63,False,False,True
1984,Chhattisgarh,900.0,32.99994,14.66664,20.77774,22,70,6.0,800,2.5,20,1222.22,False,True,False
1984,Chhattisgarh,5300.0,8.83026,4.9057,8.83026,20,60,6.5,600,1.5,16,490.57,False,False,False
1985,Chhattisgarh,821700.0,39.68299999999999,19.04784,34.92104,25,80,6.5,1200,2.0,18,1587.32,False,False,True
1985,Chhattisgarh,900.0,24.00003,10.66668,15.11113,22,70,6.0,800,2.5,20,888.89,False,True,False
1985,Chhattisgarh,6700.0,9.67158,5.373099999999999,9.67158,20,60,6.5,600,1.5,16,537.31,False,False,False
1986,Chhattisgarh,818000.0,24.725,11.868,21.758,25,80,6.5,1200,2.0,18,989.0,False,False,True
1986,Chhattisgarh,1000.0,27.0,12.0,17.0,22,70,6.0,800,2.5,20,1000.0,False,True,False
1986,Chhattisgarh,9000.0,7.99992,4.4444,7.99992,20,60,6.5,600,1.5,16,444.44,False,False,False
1987,Chhattisgarh,822000.0,30.778500000000005,14.773680000000002,27.08508,25,80,6.5,1200,2.0,18,1231.14,False,False,True
1987,Chhattisgarh,1000.0,27.0,12.0,17.0,22,70,6.0,800,2.5,20,1000.0,False,True,False
1987,Chhattisgarh,14000.0,7.71426,4.2857,7.71426,20,60,6.5,600,1.5,16,428.57,False,False,False
1988,Chhattisgarh,827900.0,25.67025,12.32172,22.58982,25,80,6.5,1200,2.0,18,1026.81,False,False,True
1988,Chhattisgarh,900.0,21.00006,9.33336,13.22226,22,70,6.0,800,2.5,20,777.78,False,True,False
1988,Chhattisgarh,14100.0,7.27668,4.0426,7.27668,20,60,6.5,600,1.5,16,404.26,False,False,False
1989,Chhattisgarh,836100.0,35.46525,17.02332,31.20942,25,80,6.5,1200,2.0,18,1418.61,False,False,True
1989,Chhattisgarh,900.0,27.0,12.0,17.0,22,70,6.0,800,2.5,20,1000.0,False,True,False
1989,Chhattisgarh,15400.0,8.88318,4.9351,8.88318,20,60,6.5,600,1.5,16,493.51,False,False,False
1990,Chhattisgarh,847300.0,34.07875,16.3578,29.9893,25,80,6.5,1200,2.0,18,1363.15,False,False,True
1990,Chhattisgarh,700.0,23.14278,10.28568,14.57138,22,70,6.0,800,2.5,20,857.14,False,True,False
1990,Chhattisgarh,17100.0,9.26316,5.146199999999999,9.26316,20,60,6.5,600,1.5,16,514.62,False,False,False
1991,Chhattisgarh,854100.0,35.675000000000004,17.124000000000002,31.394,25,80,6.5,1200,2.0,18,1427.0,False,False,True
1991,Chhattisgarh,1000.0,24.3,10.8,15.3,22,70,6.0,800,2.5,20,900.0,False,True,False
1991,Chhattisgarh,16600.0,12.03606,6.6867,12.03606,20,60,6.5,600,1.5,16,668.67,False,False,False
1992,Chhattisgarh,858600.0,40.24875,19.3194,35.4189,25,80,6.5,1200,2.0,18,1609.95,False,False,True
1992,Chhattisgarh,1000.0,37.8,16.799999999999997,23.8,22,70,6.0,800,2.5,20,1400.0,False,True,False
1992,Chhattisgarh,19300.0,11.09844,6.1658,11.09844,20,60,6.5,600,1.5,16,616.58,False,False,False
1993,Chhattisgarh,876100.0,39.95275,19.17732,35.15842,25,80,6.5,1200,2.0,18,1598.11,False,False,True
1993,Chhattisgarh,900.0,38.99988,17.33328,24.55548,22,70,6.0,800,2.5,20,1444.44,False,True,False
1993,Chhattisgarh,20300.0,12.502440000000002,6.945800000000001,12.502440000000002,20,60,6.5,600,1.5,16,694.58,False,False,False
1994,Chhattisgarh,899700.0,36.2205,17.38584,31.87404,25,80,6.5,1200,2.0,18,1448.82,False,False,True
1994,Chhattisgarh,700.0,23.14278,10.28568,14.57138,22,70,6.0,800,2.5,20,857.14,False,True,False
1994,Chhattisgarh,20400.0,13.85298,7.6961,13.85298,20,60,6.5,600,1.5,16,769.61,False,False,False
1995,Chhattisgarh,908400.0,36.18725,17.36988,31.84478,25,80,6.5,1200,2.0,18,1447.49,False,False,True
1995,Chhattisgarh,700.0,30.85722,13.71432,19.42862,22,70,6.0,800,2.5,20,1142.86,False,True,False
1995,Chhattisgarh,21900.0,10.76706,5.9817,10.76706,20,60,6.5,600,1.5,16,598.17,False,False,False
1996,Chhattisgarh,860400.0,42.09675,20.20644,37.04514,25,80,6.5,1200,2.0,18,1683.87,False,False,True
1996,Chhattisgarh,800.0,27.0,12.0,17.0,22,70,6.0,800,2.5,20,1000.0,False,True,False
1996,Chhattisgarh,19700.0,11.51262,6.3959,11.51262,20,60,6.5,600,1.5,16,639.59,False,False,False
1997,Chhattisgarh,918600.0,27.65625,13.275,24.3375,25,80,6.5,1200,2.0,18,1106.25,False,False,True
1997,Chhattisgarh,800.0,23.625,10.5,14.875,22,70,6.0,800,2.5,20,875.0,False,True,False
1997,Chhattisgarh,15500.0,10.21932,5.6774,10.21932,20,60,6.5,600,1.5,16,567.74,False,False,False
1998,Chhattisgarh,902000.0,17.8215,8.55432,15.68292,25,80,6.5,1200,2.0,18,712.86,False,False,True
1998,Chhattisgarh,1200.0,22.49991,9.99996,14.16661,22,70,6.0,800,2.5,20,833.33,False,True,False
1998,Chhattisgarh,23200.0,10.70694,5.948300000000001,10.70694,20,60,6.5,600,1.5,16,594.83,False,False,False
1999,Chhattisgarh,950210.0,36.27825,17.41356,31.92486,25,80,6.5,1200,2.0,18,1451.13,False,False,True
1999,Chhattisgarh,800.0,33.75,15.0,21.25,22,70,6.0,800,2.5,20,1250.0,False,True,False
1999,Chhattisgarh,13430.0,13.041,7.245,13.041,20,60,6.5,600,1.5,16,724.5,False,False,False
2000,Chhattisgarh,889780.0,12.97025,6.22572,11.41382,25,80,6.5,1200,2.0,18,518.81,False,False,True
2000,Chhattisgarh,840.0,26.03583,11.57148,16.39293,22,70,6.0,800,2.5,20,964.29,False,True,False
2000,Chhattisgarh,6960.0,11.8449,6.580499999999999,11.8449,20,60,6.5,600,1.5,16,658.05,False,False,False
2001,Chhattisgarh,902620.0,31.0435,14.90088,27.31828,25,80,6.5,1200,2.0,18,1241.74,False,False,True
2001,Chhattisgarh,860.0,16.32555,7.255800000000001,10.27905,22,70,6.0,800,2.5,20,604.65,False,True,False
2001,Chhattisgarh,12560.0,15.07644,8.3758,15.07644,20,60,6.5,600,1.5,16,837.58,False,False,False
2002,Chhattisgarh,897850.0,18.36675,8.81604,16.16274,25,80,6.5,1200,2.0,18,734.67,False,False,True
2002,Chhattisgarh,1030.0,32.24259000000001,14.330040000000002,20.300890000000003,22,70,6.0,800,2.5,20,1194.17,False,True,False
2002,Chhattisgarh,14790.0,13.02228,7.2346,13.02228,20,60,6.5,600,1.5,16,723.46,False,False,False
2003,Chhattisgarh,912530.0,36.063,17.31024,31.73544,25,80,6.5,1200,2.0,18,1442.52,False,False,True
2003,Chhattisgarh,2090.0,25.83738,11.48328,16.26798,22,70,6.0,800,2.5,20,956.94,False,True,False
2003,Chhattisgarh,21390.0,18.29448,10.1636,18.29448,20,60,6.5,600,1.5,16,1016.36,False,False,False
2003,Chhattisgarh,20.0,13.5,6.0,13.5,28,65,6.0,700,3.0,22,500.0,True,False,False
2004,Chhattisgarh,918330.0,31.241000000000003,14.99568,27.49208,25,80,6.5,1200,2.0,18,1249.64,False,False,True
2004,Chhattisgarh,1240.0,30.91932000000001,13.741920000000002,19.467720000000003,22,70,6.0,800,2.5,20,1145.16,False,True,False
2004,Chhattisgarh,21810.0,10.143,5.635,10.143,20,60,6.5,600,1.5,16,563.5,False,False,False
